"","Species_ID","Bishop_DB_Match","TSN","Taxonomic_Order","Taxonomic_Family","Genus","Species","Subdivision","Scientific_name","taxonRank","Authority","Synonym","Authority_Source","Citation","Common_name","Code","Life_form","Life_cycle","Omit_in_NPSpecies","Complete","Update_date","Update_by","Update_comments","TSN_park","Park","Park_common_name","Life_form_park","Nativeness","Distribution","Conservation_status","Update_date_park","Update_by_park","Update_comments_park","pacn_name","pacn_auth","bish_id","bish_name","bish_name_auth","bish_name_status","bish_accepted_name_id","bish_accepted_status","bish_IPNIID","bish_parentNameUsageID","bish_scientificName","bish_scientificNameAuthorship","bish_namePublishedIn","bish_taxonRank","bish_kingdom","bish_phylum","bish_class","bish_order","bish_family","bish_genus","bish_subgenus","bish_specificEpithet","bish_infraspecificEpithet","bish_Federal Status","bish_IUCNClassification","bish_RedlistCriteria","bish_vernacularName","pacn_new_bish_db_match"
"25","20100315154438-109738528.728485","Yes",897637,"Polypodiales","Dryopteridaceae","Dryopteris","glabra","var. nuda","Dryopteris glabra var. nuda","varietas","(Brack.) Kuntze; (Underw.) Fraser-Jenk.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003","kilau, hohiu","DRYGLA5","Fern","Perennial",FALSE,TRUE,2013-12-12 15:49:44,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs.",897637,"HALE","kīlau","Fern","Native","end",NA,NA,NA,NA,"Dryopteris glabra var. nuda","(Brack.) Kuntze; (Underw.) Fraser-Jenk.","20FD8298-477E-44EC-A814-C19EFFD0FA52","Dryopteris glabra var. nuda","(Underw.) Fraser-Jenk.","Heterotypic_Synonym","8F4C6ACD-DE73-43FB-BCB8-7D0EB639E94C","Accepted","77233241-1","46C80117-1B79-4F38-AF07-A401FBB54556","Dryopteris glabra var. glabra","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","glabra","glabra","NULL","Endangered","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)","hohiu, kīlau [kilau]","Yes"
"26","20100315154438-109738528.728485","Yes",897637,"Polypodiales","Dryopteridaceae","Dryopteris","glabra","var. nuda","Dryopteris glabra var. nuda","varietas","(Brack.) Kuntze; (Underw.) Fraser-Jenk.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003","kilau, hohiu","DRYGLA5","Fern","Perennial",FALSE,TRUE,2013-12-12 15:49:44,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs.",897637,"KALA","kīlau","Fern","Native","end",NA,NA,NA,NA,"Dryopteris glabra var. nuda","(Brack.) Kuntze; (Underw.) Fraser-Jenk.","20FD8298-477E-44EC-A814-C19EFFD0FA52","Dryopteris glabra var. nuda","(Underw.) Fraser-Jenk.","Heterotypic_Synonym","8F4C6ACD-DE73-43FB-BCB8-7D0EB639E94C","Accepted","77233241-1","46C80117-1B79-4F38-AF07-A401FBB54556","Dryopteris glabra var. glabra","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","glabra","glabra","NULL","Endangered","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)","hohiu, kīlau [kilau]","Yes"
"27","20100315154438-110386848.449707","Yes",897632,"Polypodiales","Dryopteridaceae","Dryopteris","unidentata","var. unidentata","Dryopteris unidentata var. unidentata","varietas","(Hook. & Arn.) C.Chr.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003",NA,"DRYUNI4","Fern","Perennial",FALSE,FALSE,2013-12-12 15:46:39,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",897632,"HALE",NA,NA,"Native","end",NA,NA,NA,NA,"Dryopteris unidentata var. unidentata","(Hook. & Arn.) C.Chr.","0DC3FC6D-156C-4A6B-AF27-3E7F5E246950","Dryopteris unidentata var. unidentata","NULL","Accepted","0DC3FC6D-156C-4A6B-AF27-3E7F5E246950","Accepted","77233611-1","4F6EBA62-4E96-43BE-B226-2755EC739B54","Dryopteris unidentata var. unidentata","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","unidentata","unidentata","NULL","NULL","NULL","‘akole","Yes"
"28","20100315154438-110386848.449707","Yes",897632,"Polypodiales","Dryopteridaceae","Dryopteris","unidentata","var. unidentata","Dryopteris unidentata var. unidentata","varietas","(Hook. & Arn.) C.Chr.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003",NA,"DRYUNI4","Fern","Perennial",FALSE,FALSE,2013-12-12 15:46:39,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",897632,"HAVO",NA,NA,"Native","end",NA,NA,NA,NA,"Dryopteris unidentata var. unidentata","(Hook. & Arn.) C.Chr.","0DC3FC6D-156C-4A6B-AF27-3E7F5E246950","Dryopteris unidentata var. unidentata","NULL","Accepted","0DC3FC6D-156C-4A6B-AF27-3E7F5E246950","Accepted","77233611-1","4F6EBA62-4E96-43BE-B226-2755EC739B54","Dryopteris unidentata var. unidentata","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","unidentata","unidentata","NULL","NULL","NULL","‘akole","Yes"
"29","20100315154438-110386848.449707","Yes",897632,"Polypodiales","Dryopteridaceae","Dryopteris","unidentata","var. unidentata","Dryopteris unidentata var. unidentata","varietas","(Hook. & Arn.) C.Chr.",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003",NA,"DRYUNI4","Fern","Perennial",FALSE,FALSE,2013-12-12 15:46:39,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",897632,"KALA",NA,NA,"Native","end",NA,NA,NA,NA,"Dryopteris unidentata var. unidentata","(Hook. & Arn.) C.Chr.","0DC3FC6D-156C-4A6B-AF27-3E7F5E246950","Dryopteris unidentata var. unidentata","NULL","Accepted","0DC3FC6D-156C-4A6B-AF27-3E7F5E246950","Accepted","77233611-1","4F6EBA62-4E96-43BE-B226-2755EC739B54","Dryopteris unidentata var. unidentata","NULL","NULL","variety","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","NULL","unidentata","unidentata","NULL","NULL","NULL","‘akole","Yes"
"30","20100315154438-111181378.364563","Yes",506117,"Theales","Theaceae","Camellia","japonica",NA,"Camellia japonica","species",NA,NA,NA,NA,"camellia","CAMJAP","Tree Shrub","Perennial",FALSE,FALSE,NA,NA,NA,506117,"HALE",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Camellia japonica","","02E65C20-E665-47AF-81E0-7C83641073E2","Camellia japonica","L.","Accepted","02E65C20-E665-47AF-81E0-7C83641073E2","Accepted","828524-1","2002E08A-C32E-4FFC-A68B-C6A5B5564418","Camellia japonica","L.","Sp. Pl.: 698 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Ericales","Theaceae","Camellia","NULL","japonica","NULL","NULL","Least Concern","NULL","camellia","Yes"
"31","20100315154438-111181378.364563","Yes",506117,"Theales","Theaceae","Camellia","japonica",NA,"Camellia japonica","species",NA,NA,NA,NA,"camellia","CAMJAP","Tree Shrub","Perennial",FALSE,FALSE,NA,NA,NA,506117,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Camellia japonica","","02E65C20-E665-47AF-81E0-7C83641073E2","Camellia japonica","L.","Accepted","02E65C20-E665-47AF-81E0-7C83641073E2","Accepted","828524-1","2002E08A-C32E-4FFC-A68B-C6A5B5564418","Camellia japonica","L.","Sp. Pl.: 698 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Ericales","Theaceae","Camellia","NULL","japonica","NULL","NULL","Least Concern","NULL","camellia","Yes"
"32","20100315154438-111244201.660156","Yes",40731,"Cyperales","Poaceae","Eragrostis","grandis",NA,"Eragrostis grandis","species","Hillebr.",NA,"Wagner et al. 2012","Herbst & Clayton, 1998","large Hawai'i lovegrass","ERAGRA","Grass","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",40731,"HALE","Eragrostis grandis","Grass","Native","end",NA,NA,NA,NA,"Eragrostis grandis","Hillebr.","2A79C17F-FF37-413C-B1BC-041717D9DE08","Eragrostis grandis","Hillebr.","Accepted","2A79C17F-FF37-413C-B1BC-041717D9DE08","Accepted","401125-1","AD860D1F-C398-4027-9BB5-9874520B36B9","Eragrostis grandis","Hillebr.","Fl. Hawaiian Isl.: 528 (1888)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Eragrostis","NULL","grandis","NULL","NULL","NULL","NULL","eragrostis, lovegrass","Yes"
"33","20100315154438-111244201.660156","Yes",40731,"Cyperales","Poaceae","Eragrostis","grandis",NA,"Eragrostis grandis","species","Hillebr.",NA,"Wagner et al. 2012","Herbst & Clayton, 1998","large Hawai'i lovegrass","ERAGRA","Grass","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",40731,"HAVO","Eragrostis grandis","Grass","Native","end",NA,NA,NA,NA,"Eragrostis grandis","Hillebr.","2A79C17F-FF37-413C-B1BC-041717D9DE08","Eragrostis grandis","Hillebr.","Accepted","2A79C17F-FF37-413C-B1BC-041717D9DE08","Accepted","401125-1","AD860D1F-C398-4027-9BB5-9874520B36B9","Eragrostis grandis","Hillebr.","Fl. Hawaiian Isl.: 528 (1888)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Eragrostis","NULL","grandis","NULL","NULL","NULL","NULL","eragrostis, lovegrass","Yes"
"34","20100315154438-111244201.660156","Yes",40731,"Cyperales","Poaceae","Eragrostis","grandis",NA,"Eragrostis grandis","species","Hillebr.",NA,"Wagner et al. 2012","Herbst & Clayton, 1998","large Hawai'i lovegrass","ERAGRA","Grass","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",40731,"KALA","Eragrostis grandis","Grass","Native","end",NA,NA,NA,NA,"Eragrostis grandis","Hillebr.","2A79C17F-FF37-413C-B1BC-041717D9DE08","Eragrostis grandis","Hillebr.","Accepted","2A79C17F-FF37-413C-B1BC-041717D9DE08","Accepted","401125-1","AD860D1F-C398-4027-9BB5-9874520B36B9","Eragrostis grandis","Hillebr.","Fl. Hawaiian Isl.: 528 (1888)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Eragrostis","NULL","grandis","NULL","NULL","NULL","NULL","eragrostis, lovegrass","Yes"
"35","20100315154438-113552629.947662","Yes",34694,"Campanulales","Campanulaceae","Cyanea","dunbariae",NA,"Cyanea dunbariae","species","Rock","Cyanea dunbarii Rock (spelling change)","Wagner et al. 2012","Hughes, 1995; Lammers, pers. comm., 1997",NA,"CYADUN","Shrub","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.",34694,"KALA",NA,NA,"Native","end",NA,NA,NA,NA,"Cyanea dunbariae","Rock","4F2E8256-33C8-4138-929C-9855ACDD06A2","Cyanea dunbariae","Rock","Accepted","4F2E8256-33C8-4138-929C-9855ACDD06A2","Accepted","141931-1","909E10AB-5263-4C1C-ABFD-27599F2B67B6","Cyanea dunbariae","Rock","Monogr. Stud. Haw. Lobelioid.: 265 (1919)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Campanulaceae","Cyanea","NULL","dunbariae","NULL","Endangered","Critically Endangered","D","hāhā [haha]","Yes"
"36","20100315154438-113737404.346466","Yes",41800,"Cyperales","Poaceae","Ischaemum","byrone",NA,"Ischaemum byrone","species","(Trin.) Hitchc.",NA,"Wagner et al. 2012","Lorence et al., 1995; Imada et al., 2000","Hilo ischaemum","ISCBYR","Grass","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form and conservation status in xref table from PLANTS database.",41800,"HALE",NA,NA,"Non-Native","end","E",NA,NA,NA,"Ischaemum byrone","(Trin.) Hitchc.","9C635D5F-D073-46EB-A4F0-C54253F9AEAF","Ischaemum byrone","(Trin.) Hitchc.","Accepted","9C635D5F-D073-46EB-A4F0-C54253F9AEAF","Accepted","406130-1","9EA779C8-638D-46B5-A66C-EA3945B5E9D1","Ischaemum byrone","(Trin.) Hitchc.","Mem. Bernice Pauahi Bishop Mus. 8: 213 (1922)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Ischaemum","NULL","byrone","NULL","Endangered","Vulnerable","B2ab(i,ii,iii,iv,v)","Hilo ischaemum","Yes"
"37","20100315154438-113737404.346466","Yes",41800,"Cyperales","Poaceae","Ischaemum","byrone",NA,"Ischaemum byrone","species","(Trin.) Hitchc.",NA,"Wagner et al. 2012","Lorence et al., 1995; Imada et al., 2000","Hilo ischaemum","ISCBYR","Grass","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form and conservation status in xref table from PLANTS database.",41800,"HAVO",NA,NA,"Native","end","E",NA,NA,NA,"Ischaemum byrone","(Trin.) Hitchc.","9C635D5F-D073-46EB-A4F0-C54253F9AEAF","Ischaemum byrone","(Trin.) Hitchc.","Accepted","9C635D5F-D073-46EB-A4F0-C54253F9AEAF","Accepted","406130-1","9EA779C8-638D-46B5-A66C-EA3945B5E9D1","Ischaemum byrone","(Trin.) Hitchc.","Mem. Bernice Pauahi Bishop Mus. 8: 213 (1922)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Ischaemum","NULL","byrone","NULL","Endangered","Vulnerable","B2ab(i,ii,iii,iv,v)","Hilo ischaemum","Yes"
"38","20100315154438-113947570.323944","Yes",503561,"Fabales","Fabaceae","Lotus","subbiflorus",NA,"Lotus subbiflorus","species","Lag.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","hairy bird's-foot trefoil","LOTSUB","Herb","Annual",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",503561,"HALE","hairy bird's-foot trefoil","Herb","Non-Native","nat",NA,NA,NA,NA,"Lotus subbiflorus","Lag.","3CC7C833-D521-41F0-8A7A-1D9A9A98A684","Lotus subbiflorus","Lag.","Accepted","3CC7C833-D521-41F0-8A7A-1D9A9A98A684","Accepted","503900-1","D52222EA-E619-4880-A394-EE43A8E67896","Lotus subbiflorus","Lag.","Varied. Ci. 2(4): 213 (1805)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Lotus","NULL","subbiflorus","NULL","NULL","NULL","NULL","hairy bird's foot trefoil","Yes"
"39","20100315154438-113947570.323944","Yes",503561,"Fabales","Fabaceae","Lotus","subbiflorus",NA,"Lotus subbiflorus","species","Lag.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","hairy bird's-foot trefoil","LOTSUB","Herb","Annual",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",503561,"HAVO","hairy bird's-foot trefoil","Herb","Non-Native","nat",NA,NA,NA,NA,"Lotus subbiflorus","Lag.","3CC7C833-D521-41F0-8A7A-1D9A9A98A684","Lotus subbiflorus","Lag.","Accepted","3CC7C833-D521-41F0-8A7A-1D9A9A98A684","Accepted","503900-1","D52222EA-E619-4880-A394-EE43A8E67896","Lotus subbiflorus","Lag.","Varied. Ci. 2(4): 213 (1805)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Lotus","NULL","subbiflorus","NULL","NULL","NULL","NULL","hairy bird's foot trefoil","Yes"
"40","20100315154438-114195466.041565","No",504097,"Pandanales","Pandanaceae","Pandanus","veitchii",NA,"Pandanus veitchii","species",NA,NA,NA,NA,"variegated pandanus, hala","PANVEI","Tree","Perennial",FALSE,FALSE,NA,NA,NA,504097,"PUHE",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Pandanus veitchii","","1E7EFBBA-486F-4ADB-A05C-48AB88000B6A","Pandanus veitchii","Mast.","Heterotypic_Synonym","D036E84D-A4EC-4EE7-B0EA-678F741C19D0","Accepted","895770-1","69A0003B-DA8E-4AAE-8A3C-2778167D75AA","Pandanus tectorius","Parkinson","J. Voy. South Seas 46 (1773)","species","Viridiplantae","Magnoliophyta","Monocots","Pandanales","Pandanaceae","Pandanus","NULL","tectorius","NULL","NULL","Least Concern","NULL","hala, pineapple tree, pū hala [puhala], screwpine","Yes"
"41","20100315154438-114816963.672638","Yes",504609,"Arecales","Arecaceae","Pritchardia","schattaueri",NA,"Pritchardia schattaueri","species","Hodel",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Hodel 2007","Loulu","PRISCH","Tree","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form and conservation status in xref table from PLANTS database.",504609,"PUHO",NA,NA,"Native","end","E",NA,NA,NA,"Pritchardia schattaueri","Hodel","711F58B1-797C-4E9F-AF0B-2FD67606EA4E","Pritchardia schattaueri","Hodel","Accepted","711F58B1-797C-4E9F-AF0B-2FD67606EA4E","Accepted","906915-1","013DB1FA-77A3-40A4-9319-57D6787FC592","Pritchardia schattaueri","Hodel","Principes 29: 31 (1985)","species","Viridiplantae","Magnoliophyta","Monocots","Arecales","Arecaceae","Pritchardia","NULL","schattaueri","NULL","Endangered","Critically Endangered","A1ce+2ce, B1+2abcde, D","giant pritchardia, hāwane, loulu, wāhane","Yes"
"42","20100315154438-115647733.211517","No",503059,"Polygonales","Polygonaceae","Homalocladium","platycladum",NA,"Homalocladium platycladum","species",NA,NA,NA,NA,"ribbonbush","HOMPLA","Shrub Vine","Perennial",FALSE,FALSE,NA,NA,NA,503059,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Homalocladium platycladum","","9C294DCB-3F85-46F6-B0C1-F1FC5C312834","Homalocladium platycladum","(F.Muell.) L.H.Bailey","Homotypic_Synonym","C9A71BBE-4154-4A02-A132-C337E94F5E83","Accepted","694774-1","831CF6C6-7FEB-422B-ADC8-8BB470A20F66","Muehlenbeckia platyclada","(F.Muell.) Meisn.","Bot. Zeitung (Berlin) 22: 313 (1865)","species","Viridiplantae","Magnoliophyta","Eudicot-CoreEudicot","Caryophyllales","Polygonaceae","Muehlenbeckia","NULL","platyclada","NULL","NULL","NULL","NULL","centipede plant, ribbon bush, tape plant, tapeworm plant","Yes"
"43","20100315154438-116229474.544525","Yes",507797,"Cyperales","Cyperaceae","Schoenoplectus","tabernaemontani",NA,"Schoenoplectus tabernaemontani","species","(C. C. Gmel.) Palla","Schoenoplectus lacustris (L.) Palla subsp. validus (Vahl) T.Koyama","Wagner et al. 2012","Smith, 1995","akaakai, `aka`akai","SCHTAB","Rush","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form",507797,"HALE",NA,NA,"Native","ind",NA,NA,NA,NA,"Schoenoplectus tabernaemontani","(C. C. Gmel.) Palla","9FB3FCDB-5A51-4303-A071-5BFCCEAA0487","Schoenoplectus tabernaemontani","(C.C.Gmel.) Palla","Accepted","9FB3FCDB-5A51-4303-A071-5BFCCEAA0487","Accepted","1019164-1","37CE9C98-8062-486D-8B34-F997B15D14ED","Schoenoplectus tabernaemontani","(C.C.Gmel.) Palla","Bot. Jahrb. Syst. 10: 299 (1888)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Cyperaceae","Schoenoplectus","NULL","tabernaemontani","NULL","NULL","Least Concern","NULL","‘aka‘akai [akaakai], ‘aka‘akai naku [akaakai naku], great bulrush, kaluhā [kaluha], naku, nānaku [nanaku], neki","Yes"
"44","20100315154438-117231607.437134","Yes",181927,"Caryophyllales","Amaranthaceae","Amaranthus","tricolor",NA,"Amaranthus tricolor","species",NA,NA,NA,NA,"Chinese spinach","AMATRI","Herb","Annual",FALSE,FALSE,NA,NA,NA,181927,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Amaranthus tricolor","","507135B9-6B3D-45EB-9C43-89A0D2072365","Amaranthus tricolor","L.","Accepted","507135B9-6B3D-45EB-9C43-89A0D2072365","Accepted","327386-2","DC3FAD13-2224-4F82-AE4D-68A4E1B1B42B","Amaranthus tricolor","L.","Sp. Pl.: 989 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-CoreEudicot","Caryophyllales","Amaranthaceae","Amaranthus","NULL","tricolor","NULL","NULL","NULL","NULL","Chinese spinach, een choy, Joseph's coat","Yes"
"45","20100315154438-117402136.325836","Yes",37421,"Asterales","Asteraceae","Gamochaeta","purpurea",NA,"Gamochaeta purpurea","species","(L.) Cabrera","Gnaphalium purpureum L.","Wagner et al. 2012","Wagner et al., 1997; Wood & LeGrande, 2006; Alford, submitted","purple cudweed","GAMPUR","Herb","Biennial",FALSE,TRUE,2013-12-12 15:38:12,"Kelly Kozar","Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",37421,"HALE","purple cudweed","Herb","Non-Native","nat",NA,NA,NA,NA,"Gamochaeta purpurea","(L.) Cabrera","C995487B-AD7B-42CA-8301-4B41C9C1E280","Gamochaeta purpurea","(L.) Cabrera","Accepted","C995487B-AD7B-42CA-8301-4B41C9C1E280","Accepted","107379-2","3C5E2AB2-529E-4ED1-9D51-102931B21AD4","Gamochaeta purpurea","(L.) Cabrera","Bol. Soc. Argent. Bot. 9: 377 (1961)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Gamochaeta","NULL","purpurea","NULL","NULL","NULL","NULL","purple cudweed, spoonleaf purple everlasting","Yes"
